IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
3956,2,"[1, 10, 18]",cash,19,2022-09-03 17:08:09
4001,7,"[9, 28, 11]",cash,30,2022-09-03 22:07:35
922,4,"[9, 10, 14, 8]",cash,35,2022-08-08 21:02:42
1581,3,"[11, 5, 16]",cheque,24,2022-08-14 14:59:07
1679,7,[22],cash,14,2022-08-15 12:52:13
369,2,"[17, 2, 1]",cheque,17,2022-08-04 10:52:33
3879,4,[20],meal_ticket,8,2022-09-02 22:04:02
2652,7,"[4, 1, 11, 22]",cheque,29,2022-08-23 15:38:09
1295,3,[17],cash,3,2022-08-11 23:47:03
5832,6,"[28, 19]",meal_ticket,21,2022-09-19 14:35:50
3029,7,"[2, 5, 13]",meal_ticket,23,2022-08-26 19:12:39
4762,7,"[1, 7, 14, 20]",card,34,2022-09-10 13:21:46
3146,3,"[13, 11]",card,9,2022-08-27 19:55:13
1392,7,"[11, 2, 12]",cheque,24,2022-08-12 21:57:14
4994,6,"[1, 13, 4, 13]",meal_ticket,15,2022-09-12 13:02:00
2138,2,"[21, 21]",card,10,2022-08-19 09:39:11
6192,3,"[10, 2]",card,15,2022-09-22 15:00:11
4119,7,"[18, 27]",cash,18,2022-09-04 22:18:24
2918,3,"[19, 17]",cheque,10,2022-08-25 20:02:45
1427,4,"[13, 13, 16, 2]",cheque,20,2022-08-13 08:19:34
39,5,"[11, 12]",cash,16,2022-08-01 13:13:10
836,7,"[18, 3]",cheque,10,2022-08-08 07:06:19
6499,3,"[21, 21, 3, 18]",meal_ticket,20,2022-09-25 07:24:00
1040,4,[8],cheque,11,2022-08-09 21:03:24
2501,4,"[20, 10, 14]",cash,22,2022-08-22 11:21:01
4154,7,"[27, 19]",cheque,19,2022-09-05 11:49:24
1527,5,[2],meal_ticket,8,2022-08-13 23:45:18
4744,7,"[13, 16]",cash,9,2022-09-10 11:33:08
2356,5,[3],cheque,4,2022-08-20 23:39:36
6487,1,"[2, 27, 17]",cash,23,2022-09-24 23:21:20
4353,6,"[18, 7, 7, 29]",meal_ticket,41,2022-09-06 22:50:38
6090,7,"[20, 17, 4, 3]",card,18,2022-09-21 18:18:17
1065,7,[4],meal_ticket,3,2022-08-10 02:49:14
5311,6,"[3, 13, 17]",cheque,10,2022-09-15 00:23:31
349,3,"[17, 13, 3, 17]",meal_ticket,13,2022-08-03 23:46:00
5369,4,"[14, 21, 18]",cash,18,2022-09-15 16:43:09
6883,4,"[7, 1, 19]",meal_ticket,26,2022-09-28 13:30:40
3766,6,[13],cheque,3,2022-09-01 22:25:33
6467,6,[19],cheque,7,2022-09-24 21:15:02
5881,1,"[24, 13, 17, 16]",cash,23,2022-09-19 21:08:13
528,4,[2],card,8,2022-08-05 15:10:22
6842,5,[2],cash,8,2022-09-27 23:37:25
1478,5,"[20, 18, 21]",meal_ticket,19,2022-08-13 17:02:19
356,2,[3],meal_ticket,4,2022-08-04 01:55:47
5348,6,"[6, 16, 13]",cash,21,2022-09-15 13:08:55
6604,6,"[10, 3, 4]",card,14,2022-09-25 23:04:34
5020,1,"[4, 10]",cash,10,2022-09-12 17:33:36
4434,4,[2],meal_ticket,8,2022-09-07 18:15:25
246,2,"[11, 18, 4, 1]",meal_ticket,21,2022-08-03 07:23:47
4825,6,"[14, 19, 7]",cash,27,2022-09-10 22:11:44
1822,3,[14],cheque,7,2022-08-16 14:07:14
4236,5,[20],cash,8,2022-09-05 22:35:26
7020,1,"[14, 1, 22]",cash,27,2022-09-29 16:57:20
800,5,"[17, 18]",card,9,2022-08-07 21:05:10
7019,5,[2],meal_ticket,8,2022-09-29 16:42:48
6589,3,"[2, 13, 12, 29]",meal_ticket,30,2022-09-25 21:10:33
5265,3,"[6, 4, 16, 12]",cash,31,2022-09-14 18:04:08
3944,4,"[24, 19, 13, 4]",card,24,2022-09-03 14:11:51
2417,1,"[7, 12, 17, 10]",cash,33,2022-08-21 16:30:35
5036,3,[18],card,6,2022-09-12 19:24:27
723,1,"[10, 4]",cash,10,2022-08-07 10:33:00
3315,7,"[2, 21, 11]",meal_ticket,19,2022-08-29 08:16:27
2572,3,[2],cheque,8,2022-08-22 21:55:34
5748,4,"[27, 6]",cheque,24,2022-09-18 20:42:13
3372,5,[3],meal_ticket,4,2022-08-29 18:42:24
3908,2,"[17, 2, 11, 20]",cash,25,2022-09-03 09:11:51
6826,5,"[20, 15]",meal_ticket,18,2022-09-27 21:09:52
1769,5,"[3, 4, 3]",card,11,2022-08-15 23:06:50
2647,5,[14],cheque,7,2022-08-23 14:45:42
2659,6,[4],card,3,2022-08-23 17:54:49
4355,1,"[6, 27]",cash,24,2022-09-06 22:05:35
1525,5,"[4, 16, 19]",cheque,16,2022-08-13 22:21:38
3831,3,"[8, 6]",cash,23,2022-09-02 15:43:25
1985,1,"[1, 20, 24, 27]",cash,37,2022-08-17 21:37:52
1709,1,[10],cash,7,2022-08-15 16:52:03
1998,2,"[3, 3, 17]",meal_ticket,11,2022-08-17 23:14:58
4036,4,"[16, 20, 21]",meal_ticket,19,2022-09-04 11:47:29
6060,7,"[19, 20]",meal_ticket,15,2022-09-21 13:26:19
4958,5,"[17, 13]",cash,6,2022-09-12 01:55:17
5618,6,"[16, 3, 17, 18]",cheque,19,2022-09-17 18:07:10
3856,1,"[18, 2, 13, 13]",cash,20,2022-09-02 19:23:09
1708,5,"[1, 13, 21, 11]",card,20,2022-08-15 15:27:36
3265,1,"[4, 17, 17]",cash,9,2022-08-28 19:10:06
6308,2,"[24, 11]",card,17,2022-09-23 15:55:18
1499,6,"[11, 19]",card,13,2022-08-13 20:27:19
4996,3,"[18, 20, 18, 21]",cash,25,2022-09-12 13:25:23
4946,6,"[27, 19, 20]",card,27,2022-09-11 22:26:09
7092,5,[10],cheque,7,2022-09-30 08:17:32
1326,1,"[6, 27]",cash,24,2022-08-12 12:37:55
1847,4,"[17, 3, 3, 3]",cheque,15,2022-08-16 19:21:07
74,6,[4],meal_ticket,3,2022-08-01 19:37:38
4854,3,"[21, 10, 2]",cash,20,2022-09-11 10:36:33
4771,3,[3],cheque,4,2022-09-10 14:31:39
6640,3,"[26, 3]",meal_ticket,16,2022-09-26 12:44:12
482,7,"[21, 18, 18]",cheque,17,2022-08-05 07:20:30
1978,2,"[26, 27]",cash,24,2022-08-17 20:52:08
5703,6,"[21, 11, 16]",cheque,17,2022-09-18 13:16:53
2995,3,"[22, 14]",card,21,2022-08-26 14:43:46
1636,4,"[13, 9]",cheque,13,2022-08-14 22:10:56
1794,3,"[20, 27, 5, 24]",card,43,2022-08-16 11:36:52
4900,7,"[10, 2, 21]",cheque,20,2022-09-11 17:33:50
5836,7,"[19, 29]",meal_ticket,16,2022-09-19 15:06:21
772,7,[17],cash,3,2022-08-07 17:33:08
2079,6,[2],cash,8,2022-08-18 18:33:56
6648,7,"[22, 14, 18, 26]",card,39,2022-09-26 13:27:49
5525,5,"[16, 1, 14, 15]",cash,29,2022-09-16 21:29:14
1109,2,"[2, 24]",meal_ticket,19,2022-08-10 14:04:49
4758,4,[3],cash,4,2022-09-10 13:26:47
5124,6,"[8, 9, 7]",cash,34,2022-09-13 14:52:24
2565,7,"[21, 22, 2]",cheque,27,2022-08-22 20:17:43
1655,3,[4],meal_ticket,3,2022-08-15 02:22:01
872,3,"[12, 9, 13]",meal_ticket,23,2022-08-08 14:17:27
4564,1,"[3, 17, 3]",cash,11,2022-09-08 19:58:29
6673,5,"[13, 3, 14, 19]",cash,21,2022-09-26 18:06:48
3894,6,[3],cash,4,2022-09-02 23:40:31
4003,3,[4],cash,3,2022-09-03 22:29:06
4380,3,"[2, 3, 17]",meal_ticket,15,2022-09-07 09:19:34
7060,2,"[10, 20, 17, 1]",card,24,2022-09-29 21:48:00
54,5,"[13, 20, 17, 1]",cheque,20,2022-08-01 15:14:57
4559,4,"[27, 17, 2]",card,23,2022-09-08 19:32:17
4243,6,[2],cheque,8,2022-09-05 23:22:17
2887,5,"[13, 20, 19, 1]",cheque,24,2022-08-25 15:12:31
6778,1,"[12, 16, 20]",cash,24,2022-09-27 14:32:16
1686,4,"[19, 1, 11]",meal_ticket,19,2022-08-15 12:20:53
1309,3,"[21, 3, 17, 18]",cheque,18,2022-08-12 08:16:05
2379,4,[6],card,12,2022-08-21 11:37:34
4431,7,"[2, 12, 2, 3]",cash,30,2022-09-07 18:04:17
4109,6,[25],cash,10,2022-09-04 21:50:50
2387,3,"[5, 10, 12, 10]",card,36,2022-08-21 12:51:53
761,1,[26],cash,12,2022-08-07 15:30:59
3147,3,"[4, 3, 4, 17]",meal_ticket,13,2022-08-27 19:54:41
2264,6,"[20, 10, 13]",card,18,2022-08-20 11:49:47
2298,4,[4],meal_ticket,3,2022-08-20 15:43:45
141,2,"[2, 2, 4]",cheque,19,2022-08-02 11:53:09
2919,5,"[16, 3]",meal_ticket,10,2022-08-25 20:19:24
2097,4,[19],card,7,2022-08-18 20:24:37
2576,6,"[16, 19, 6]",card,25,2022-08-22 21:14:21
6895,4,[11],cash,6,2022-09-28 14:54:25
1964,1,"[2, 18, 3, 2]",cash,26,2022-08-17 19:02:49
4645,2,[5],cheque,12,2022-09-09 13:47:41
2196,7,"[13, 4, 13, 20]",meal_ticket,17,2022-08-19 18:19:19
1871,4,"[29, 28, 26]",meal_ticket,35,2022-08-16 22:18:35
3523,5,"[16, 22, 16, 28]",meal_ticket,40,2022-08-30 22:06:29
5730,4,"[4, 2, 19]",cash,18,2022-09-18 18:55:44
7055,4,"[27, 19, 3, 18]",cash,29,2022-09-29 21:13:41
576,1,"[21, 25, 24]",cash,26,2022-08-05 22:12:25
6852,4,"[11, 4, 4]",meal_ticket,12,2022-09-28 06:34:24
6359,6,"[3, 7]",card,17,2022-09-23 22:35:12
6916,7,"[17, 4]",cash,6,2022-09-28 18:15:41
1859,5,[7],meal_ticket,13,2022-08-16 20:20:37
4543,1,[13],cash,3,2022-09-08 16:46:02
4405,5,"[11, 24, 19]",cash,24,2022-09-07 13:25:26
4112,1,"[19, 16]",cash,13,2022-09-04 21:18:12
1723,4,"[3, 2]",meal_ticket,12,2022-08-15 18:46:06
66,7,[5],cash,12,2022-08-01 18:53:43
1169,4,"[19, 13, 17, 16]",meal_ticket,19,2022-08-10 22:29:23
474,1,"[17, 22, 14]",cash,24,2022-08-05 01:40:09
5326,7,"[11, 1]",cheque,12,2022-09-15 10:29:33
4289,1,"[6, 14, 19]",cash,26,2022-09-06 13:44:01
2102,4,"[3, 19]",card,11,2022-08-18 21:19:35
467,1,"[1, 4, 2, 16]",cash,23,2022-08-04 23:49:20
5379,1,[3],cash,4,2022-09-15 18:48:58
6133,4,"[18, 3, 13]",cash,13,2022-09-21 23:17:41
3635,3,[29],cash,9,2022-08-31 21:35:58
3444,6,"[16, 19]",cheque,13,2022-08-30 11:40:48
5294,2,"[27, 16, 21]",cash,23,2022-09-14 22:28:34
7196,4,"[2, 12, 10]",cheque,25,2022-09-30 23:48:35
1107,2,"[2, 14, 13, 17]",card,21,2022-08-10 14:58:42
3424,1,"[3, 2, 17]",cash,15,2022-08-30 01:49:51
3840,1,"[14, 22, 17, 26]",cash,36,2022-09-02 17:05:18
6846,5,"[22, 13]",cheque,17,2022-09-28 01:33:33
6052,3,"[14, 8, 18, 3]",cash,28,2022-09-21 12:02:55
7088,4,[1],cash,6,2022-09-30 06:52:09
211,2,"[19, 16, 16, 14]",cheque,26,2022-08-02 21:53:49
856,7,[21],meal_ticket,5,2022-08-08 12:22:09
1433,3,"[1, 21]",cash,11,2022-08-13 11:17:54
1591,4,"[1, 17, 2, 18]",cash,23,2022-08-14 16:11:03
5966,4,"[4, 17]",cash,6,2022-09-20 18:03:01
3838,6,"[21, 25, 21]",cheque,20,2022-09-02 17:28:16
3536,7,[3],cheque,4,2022-08-30 23:49:08
2428,1,"[11, 4, 3, 4]",cash,16,2022-08-21 18:44:58
2526,2,"[9, 12, 2]",cheque,28,2022-08-22 14:26:47
3735,7,"[4, 13, 13, 4]",cheque,12,2022-09-01 19:03:24
6225,4,[20],cash,8,2022-09-22 20:01:11
1730,2,"[3, 17]",meal_ticket,7,2022-08-15 19:30:07
3275,7,"[19, 19, 4, 22]",meal_ticket,31,2022-08-28 20:20:40
2822,1,"[15, 3]",cash,14,2022-08-24 22:22:49
264,2,"[10, 11, 14, 17]",cheque,23,2022-08-03 12:51:17
2680,4,"[20, 6, 14, 17]",cheque,30,2022-08-23 20:28:13
3305,5,"[3, 2, 17, 2]",meal_ticket,23,2022-08-29 00:45:15
268,5,[19],card,7,2022-08-03 12:48:17
6815,1,"[8, 23, 10, 23]",cash,38,2022-09-27 20:11:47
5575,7,"[29, 28]",cheque,23,2022-09-17 12:34:13
1070,7,"[1, 2, 3, 10]",card,25,2022-08-10 06:21:09
5972,3,"[3, 4, 3, 27]",cash,23,2022-09-20 18:12:06
5327,5,"[14, 2, 8, 10]",card,33,2022-09-15 11:03:46
5175,7,"[4, 14, 6, 2]",cash,30,2022-09-13 22:45:00
6925,2,"[20, 3, 4]",meal_ticket,15,2022-09-28 19:07:10
5215,6,[14],cheque,7,2022-09-14 11:22:42
354,6,"[3, 2]",meal_ticket,12,2022-08-03 23:53:20
2597,7,[4],card,3,2022-08-23 00:34:00
676,4,"[4, 21, 10, 14]",cash,22,2022-08-06 20:55:55
1564,2,"[29, 17]",card,12,2022-08-14 12:38:19
4910,6,"[17, 15, 3]",cash,17,2022-09-11 18:42:11
5916,7,"[2, 1]",cheque,14,2022-09-20 10:01:49
37,7,"[14, 16]",meal_ticket,13,2022-08-01 13:53:21
1021,3,[2],cheque,8,2022-08-09 19:07:23
3824,1,"[19, 17, 10, 2]",cash,25,2022-09-02 14:33:43
3595,7,"[10, 19, 14, 5]",cash,33,2022-08-31 15:42:24
439,2,"[22, 14]",cheque,21,2022-08-04 20:42:23
3399,2,"[1, 19, 13]",card,16,2022-08-29 21:54:51
1796,5,"[1, 25, 10, 23]",meal_ticket,33,2022-08-16 12:56:18
6650,1,"[20, 6, 20]",cash,28,2022-09-26 13:24:44
530,3,"[18, 11, 10]",cash,19,2022-08-05 16:47:47
5273,3,[3],cash,4,2022-09-14 19:37:45
4287,1,"[14, 10, 14]",cash,21,2022-09-06 13:06:32
5081,1,"[18, 4, 1]",cash,15,2022-09-13 06:32:26
3410,7,"[22, 20, 23, 14]",cash,39,2022-08-29 22:43:09
5246,3,"[4, 10]",cheque,10,2022-09-14 15:08:10
2372,3,"[4, 13]",cheque,6,2022-08-21 08:14:08
5938,3,"[18, 3, 21, 1]",meal_ticket,21,2022-09-20 13:00:42
4293,4,"[17, 11, 1]",card,15,2022-09-06 14:25:51
1827,7,"[9, 18, 18, 3]",cash,26,2022-08-16 16:53:41
20,1,"[19, 19]",cash,14,2022-08-01 11:47:01
158,2,"[17, 19, 29]",meal_ticket,19,2022-08-02 13:23:25
1025,5,[3],cash,4,2022-08-09 19:55:26
806,3,[27],cash,12,2022-08-07 21:26:50
1611,2,"[3, 23]",card,14,2022-08-14 19:18:30
4114,1,[11],cash,6,2022-09-04 22:27:25
6128,4,[2],card,8,2022-09-21 23:18:26
6978,6,[11],card,6,2022-09-29 10:24:28
6558,1,[13],cash,3,2022-09-25 18:25:51
61,7,"[10, 1, 3]",card,17,2022-08-01 17:48:21
6838,6,"[13, 2, 13]",cash,14,2022-09-27 23:41:50
1710,3,"[1, 10, 2, 16]",card,27,2022-08-15 16:35:43
6480,7,"[14, 17, 15]",meal_ticket,20,2022-09-24 22:22:29
4150,2,"[16, 4, 5, 7]",cheque,34,2022-09-05 11:12:14
1924,6,"[20, 18, 13]",cash,17,2022-08-17 13:04:07
5890,7,"[2, 3, 29, 18]",cheque,27,2022-09-19 22:34:24
4384,6,"[3, 16, 20, 22]",card,32,2022-09-07 11:33:11
4522,1,"[20, 14, 2, 12]",cash,33,2022-09-08 13:53:03
1931,4,"[17, 9]",cash,13,2022-08-17 13:44:10
377,1,[11],cash,6,2022-08-04 11:59:27
3758,1,"[16, 16, 7, 16]",cash,31,2022-09-01 21:32:47
2416,7,[29],meal_ticket,9,2022-08-21 15:07:07
7168,1,"[18, 1, 21]",cash,17,2022-09-30 20:30:49
1952,6,[3],cheque,4,2022-08-17 17:57:43
865,3,"[20, 15, 16, 20]",cheque,32,2022-08-08 13:44:10
6529,3,[28],cheque,14,2022-09-25 13:14:16
3072,1,"[13, 4, 12, 2]",cash,24,2022-08-27 03:48:16
2161,2,"[27, 8]",meal_ticket,23,2022-08-19 13:57:06
3176,5,"[25, 3, 20]",cash,22,2022-08-27 22:19:56
4986,1,[2],cash,8,2022-09-12 12:13:29
1512,1,"[29, 5, 24, 6]",cash,44,2022-08-13 21:29:25
691,7,"[16, 10, 14, 16]",card,26,2022-08-06 22:28:49
4037,4,"[10, 19, 18, 13]",meal_ticket,23,2022-09-04 11:33:14
4863,3,"[21, 14, 1, 23]",meal_ticket,28,2022-09-11 11:39:54
2909,2,"[3, 7, 2, 3]",cheque,29,2022-08-25 19:11:53
5186,1,"[3, 3]",cash,8,2022-09-13 23:54:49
1768,6,"[3, 3]",cheque,8,2022-08-15 23:27:34
236,6,[13],cash,3,2022-08-02 23:46:10
6773,6,[11],card,6,2022-09-27 14:59:37
4739,4,"[17, 25]",cash,13,2022-09-10 11:39:23
1738,6,[9],meal_ticket,10,2022-08-15 20:25:40
2375,6,"[13, 4, 3, 1]",cheque,16,2022-08-21 10:04:19
2583,3,"[18, 11, 29, 5]",card,33,2022-08-22 22:19:48
4369,6,"[13, 17]",meal_ticket,6,2022-09-07 02:26:14
1393,7,"[11, 20, 5]",card,26,2022-08-12 21:38:27
2117,6,"[4, 14, 14]",cheque,17,2022-08-18 23:56:13
3050,3,"[23, 16, 8, 1]",cheque,33,2022-08-26 21:28:50
1815,4,"[2, 19]",meal_ticket,15,2022-08-16 14:44:16
1845,7,"[3, 21, 4, 2]",cash,20,2022-08-16 19:59:40
4392,5,"[19, 16, 18]",cheque,19,2022-09-07 12:50:10
715,6,"[19, 13, 21, 1]",cheque,21,2022-08-07 06:11:52
4575,3,[2],meal_ticket,8,2022-09-08 20:41:31
1726,1,"[17, 17]",cash,6,2022-08-15 19:26:05
4536,3,"[18, 10]",card,13,2022-09-08 14:12:01
28,7,"[19, 7, 28]",cash,34,2022-08-01 12:59:43
1534,3,"[2, 13]",card,11,2022-08-13 23:00:46
3692,2,"[27, 2, 2]",cheque,28,2022-09-01 12:24:48
1934,2,"[1, 1, 17, 13]",cheque,18,2022-08-17 14:44:18
3306,6,"[2, 13]",card,11,2022-08-29 01:58:36
478,4,"[2, 17, 4, 2]",cash,22,2022-08-05 05:43:57
6098,4,"[3, 17]",cheque,7,2022-09-21 19:43:43
2370,6,"[11, 13]",card,9,2022-08-21 07:32:19
3978,2,"[14, 5]",cash,19,2022-09-03 20:21:25
4911,5,[4],cheque,3,2022-09-11 18:03:40
584,5,"[4, 7, 13, 13]",card,22,2022-08-05 23:33:44
4132,2,"[3, 4, 2, 6]",card,27,2022-09-05 01:00:14
5804,4,"[14, 3]",cash,11,2022-09-19 11:02:39
3386,5,[19],meal_ticket,7,2022-08-29 19:57:57
3702,5,"[16, 20, 17]",cheque,17,2022-09-01 14:42:25
2393,1,"[19, 3, 18, 12]",cash,27,2022-08-21 12:09:41
6770,2,"[13, 2, 21]",cash,16,2022-09-27 14:36:58
5031,7,"[13, 17, 15]",cheque,16,2022-09-12 19:25:19
7064,5,"[3, 1, 25, 1]",meal_ticket,26,2022-09-29 22:16:39
2163,4,"[20, 12, 14, 14]",cash,32,2022-08-19 13:44:15
4716,3,"[17, 3, 17, 13]",cheque,13,2022-09-09 23:27:42
1892,5,"[3, 3, 2]",cash,16,2022-08-17 03:52:56
2968,6,"[13, 13, 20]",cash,14,2022-08-26 11:39:52
4923,7,"[18, 14, 14]",cheque,20,2022-09-11 20:40:47
5163,2,"[16, 26]",cash,18,2022-09-13 20:25:44
3298,3,"[13, 3, 13]",meal_ticket,10,2022-08-28 23:17:39
1059,3,"[18, 3, 17]",meal_ticket,13,2022-08-09 23:03:58
5786,7,"[2, 4]",meal_ticket,11,2022-09-19 03:30:34
6380,7,"[20, 10, 24]",meal_ticket,26,2022-09-24 06:07:23
5471,7,"[17, 22, 16, 14]",cheque,30,2022-09-16 13:57:08
5350,3,"[19, 10, 20]",meal_ticket,22,2022-09-15 13:35:04
3207,2,"[3, 1, 14]",cheque,17,2022-08-28 11:21:20
2128,2,"[4, 13, 2]",cheque,14,2022-08-19 03:10:06
3175,2,"[1, 14, 20]",card,21,2022-08-27 22:28:10
4372,6,"[13, 17, 2, 2]",cash,22,2022-09-07 05:26:32
4040,7,[1],cheque,6,2022-09-04 12:50:28
6658,2,"[8, 21, 6]",card,28,2022-09-26 14:56:04
5512,3,"[11, 21]",cheque,11,2022-09-16 20:04:44
5530,1,"[25, 1]",cash,16,2022-09-16 22:52:46
410,1,"[29, 3]",cash,13,2022-08-04 15:23:22
2749,5,"[23, 10, 16, 14]",cash,30,2022-08-24 13:10:24
1352,5,"[11, 7, 4, 21]",meal_ticket,27,2022-08-12 15:09:49
6015,1,"[17, 3, 3, 2]",cash,19,2022-09-20 23:20:41
1248,3,[3],meal_ticket,4,2022-08-11 18:14:30
1129,6,"[18, 13]",card,9,2022-08-10 18:45:03
6007,2,"[16, 27, 3]",meal_ticket,22,2022-09-20 22:26:22
3755,7,"[20, 26, 19, 16]",meal_ticket,33,2022-09-01 21:58:37
769,1,"[14, 17, 1]",cash,16,2022-08-07 17:14:57
1647,6,"[3, 1]",meal_ticket,10,2022-08-14 23:03:25
4866,4,"[27, 25, 20]",meal_ticket,30,2022-09-11 12:41:20
3336,3,[21],meal_ticket,5,2022-08-29 12:29:51
4794,4,"[17, 2, 3, 17]",meal_ticket,18,2022-09-10 19:08:29
5869,6,"[5, 20, 13, 18]",cash,29,2022-09-19 20:53:32
3060,5,"[17, 17]",cash,6,2022-08-26 23:05:53
5129,2,"[20, 4, 3]",meal_ticket,15,2022-09-13 15:28:42
6189,3,[17],cash,3,2022-09-22 15:24:43
4349,1,"[5, 24, 27, 14]",cash,42,2022-09-06 22:38:55
1861,7,"[25, 18, 19, 14]",cash,30,2022-08-16 20:13:42
2677,2,"[13, 13, 2, 17]",meal_ticket,17,2022-08-23 19:20:30
3222,4,"[23, 20, 1]",cash,24,2022-08-28 13:28:56
5756,6,"[8, 18, 21]",meal_ticket,22,2022-09-18 21:18:46
6924,4,"[4, 17, 4]",card,9,2022-09-28 19:34:41
6742,7,"[18, 4]",cheque,9,2022-09-27 10:29:18
1828,1,"[20, 2, 23]",cash,26,2022-08-16 16:46:03
4756,2,"[20, 20, 20]",cash,24,2022-09-10 13:23:35
3717,4,[14],meal_ticket,7,2022-09-01 16:33:13
4015,4,"[13, 4]",meal_ticket,6,2022-09-04 02:29:18
1298,6,"[4, 17, 13, 3]",meal_ticket,13,2022-08-11 23:10:43
2092,1,[14],cash,7,2022-08-18 20:41:11
6079,7,[17],meal_ticket,3,2022-09-21 17:26:01
1824,6,"[11, 21, 1]",cheque,17,2022-08-16 15:25:33
2932,2,"[2, 17, 25]",meal_ticket,21,2022-08-25 21:18:06
35,1,"[7, 20]",cash,21,2022-08-01 13:02:15
3880,1,"[20, 20, 9, 16]",cash,32,2022-09-02 22:39:54
4823,7,[14],card,7,2022-09-10 22:05:11
2153,5,"[1, 15, 12, 14]",meal_ticket,33,2022-08-19 12:30:54
3520,5,"[17, 5, 21, 28]",meal_ticket,34,2022-08-30 21:05:46
2842,7,[10],cash,7,2022-08-25 07:27:45
4190,2,"[7, 4]",meal_ticket,16,2022-09-05 16:15:09
2971,4,"[29, 25, 20]",cash,27,2022-08-26 11:34:30
2224,4,"[17, 22, 26, 19]",card,36,2022-08-19 21:50:42
1602,2,"[13, 2, 17]",cash,14,2022-08-14 18:23:05
3020,6,"[4, 2]",cash,11,2022-08-26 18:12:56
1299,1,"[17, 17]",cash,6,2022-08-12 00:20:11
3406,4,"[6, 6]",card,24,2022-08-29 22:38:30
2696,7,"[20, 28, 10, 20]",cheque,37,2022-08-23 21:09:36
1330,6,[5],card,12,2022-08-12 12:29:47
2716,3,[29],card,9,2022-08-24 01:39:20
4783,1,"[11, 11, 6, 19]",cash,31,2022-09-10 17:15:16
5954,4,[19],cash,7,2022-09-20 15:43:35
170,1,"[17, 20, 21, 12]",cash,26,2022-08-02 14:15:55
4608,3,"[25, 3]",meal_ticket,14,2022-09-09 05:09:31
2618,4,[29],cash,9,2022-08-23 11:02:27
6329,7,"[17, 17, 13]",cheque,9,2022-09-23 19:57:02
1056,5,"[3, 21, 3]",card,13,2022-08-09 23:08:05
6681,5,"[2, 17]",card,11,2022-09-26 18:33:59
5605,7,"[14, 16]",cheque,13,2022-09-17 16:30:56
2297,6,"[18, 11]",meal_ticket,12,2022-08-20 15:41:45
6699,5,"[2, 10]",cheque,15,2022-09-26 20:35:46
5069,4,[19],meal_ticket,7,2022-09-12 23:43:26
6245,4,"[18, 2, 11, 21]",cash,25,2022-09-22 22:53:03
3843,2,"[17, 14]",cash,10,2022-09-02 18:29:48
1303,2,[3],meal_ticket,4,2022-08-12 04:24:41
1055,3,[9],card,10,2022-08-09 23:58:08
4169,7,[21],cheque,5,2022-09-05 13:38:52
3266,4,"[17, 3, 3]",meal_ticket,11,2022-08-28 19:10:05
431,3,"[13, 17, 13]",cheque,9,2022-08-04 19:04:05
100,3,"[24, 14, 14, 20]",cheque,33,2022-08-01 21:54:22
137,4,"[14, 27, 11, 16]",card,31,2022-08-02 11:15:07
196,1,"[4, 2, 13, 3]",cash,18,2022-08-02 19:11:21
2966,6,"[1, 11, 17]",meal_ticket,15,2022-08-26 10:24:49
1247,4,"[3, 8, 14, 17]",card,25,2022-08-11 18:47:54
6872,2,"[15, 17, 3]",card,17,2022-09-28 12:14:58
5392,2,"[4, 2, 3, 13]",card,18,2022-09-15 19:48:38
3215,4,"[24, 20, 28]",cheque,33,2022-08-28 12:59:44
1284,3,"[10, 25, 11, 23]",meal_ticket,33,2022-08-11 22:53:37
5727,6,"[21, 10, 14]",card,19,2022-09-18 17:42:35
4262,7,[18],card,6,2022-09-06 09:22:43
2834,4,"[13, 2, 17, 2]",cheque,22,2022-08-25 01:36:56
767,3,"[29, 3]",cheque,13,2022-08-07 16:40:39
1000,6,[13],cash,3,2022-08-09 15:27:38
2839,4,"[21, 2, 21]",cash,18,2022-08-25 06:40:41
4460,4,[19],card,7,2022-09-07 21:01:18
3048,1,[13],cash,3,2022-08-26 21:26:39
3979,4,[14],meal_ticket,7,2022-09-03 20:39:22
4868,3,"[13, 19, 3]",card,14,2022-09-11 12:39:56
5303,4,"[9, 3]",cheque,14,2022-09-14 23:31:22
6443,4,"[4, 13, 13]",meal_ticket,9,2022-09-24 18:59:03
3148,5,[13],card,3,2022-08-27 19:35:41
6891,7,[23],cash,10,2022-09-28 14:49:29
2994,3,[3],meal_ticket,4,2022-08-26 14:09:28
5953,1,"[24, 10, 16]",cash,24,2022-09-20 15:10:06
6013,5,"[13, 19]",meal_ticket,10,2022-09-20 23:07:54
1146,7,"[9, 12, 3]",card,24,2022-08-10 20:39:15
2045,2,"[10, 8]",cash,18,2022-08-18 13:44:07
3872,2,"[5, 16, 14]",meal_ticket,25,2022-09-02 21:21:38
7152,1,"[14, 10]",cash,14,2022-09-30 18:28:35
6299,5,[1],meal_ticket,6,2022-09-23 14:04:51
4683,6,"[3, 4]",card,7,2022-09-09 19:47:09
7185,6,[14],cash,7,2022-09-30 22:45:07
1696,2,"[14, 25, 19, 4]",cheque,27,2022-08-15 14:01:55
6995,4,"[25, 19, 1, 9]",card,33,2022-09-29 12:08:50
1423,6,"[18, 1, 21]",cash,17,2022-08-13 06:51:15
